Country,Product,Month,Quantity
Japan,OralEase Plus Toothbrush,Jun2004,603
Japan,OralEase Plus Toothbrush,Jul2004,534
Japan,OralEase Plus Toothbrush,Aug2004,573
Japan,OralEase Plus Toothbrush,Sep2004,548
Japan,OralEase Plus Toothbrush,Oct2004,614
Japan,OralEase Plus Toothbrush,Nov2004,574
Japan,OralEase Plus Toothbrush,Dec2004,565
Japan,BreatheEasy Inhalant,Jan2004,0
Japan,BreatheEasy Inhalant,Feb2004,0
Japan,BreatheEasy Inhalant,Mar2004,0
Japan,BreatheEasy Inhalant,Apr2004,0
Japan,BreatheEasy Inhalant,May2004,0
Japan,BreatheEasy Inhalant,Jun2004,0
Japan,BreatheEasy Inhalant,Jul2004,0
Japan,BreatheEasy Inhalant,Aug2004,0
Japan,BreatheEasy Inhalant,Sep2004,0
Japan,BreatheEasy Inhalant,Oct2004,0
Japan,BreatheEasy Inhalant,Nov2004,0
Japan,BreatheEasy Inhalant,Dec2004,0
Japan,SmilesSoPure Waterpik,Jan2004,683
Japan,SmilesSoPure Waterpik,Feb2004,664
Japan,SmilesSoPure Waterpik,Mar2004,653
Japan,SmilesSoPure Waterpik,Apr2004,631
Japan,SmilesSoPure Waterpik,May2004,725
Japan,SmilesSoPure Waterpik,Jun2004,606
Japan,SmilesSoPure Waterpik,Jul2004,715
Japan,SmilesSoPure Waterpik,Aug2004,673
Japan,SmilesSoPure Waterpik,Sep2004,698
Japan,SmilesSoPure Waterpik,Oct2004,676
Japan,SmilesSoPure Waterpik,Nov2004,669
Japan,SmilesSoPure Waterpik,Dec2004,654
Japan,CleanSmile Floss Picks,Jan2004,1142
Japan,CleanSmile Floss Picks,Feb2004,1053
Japan,CleanSmile Floss Picks,Mar2004,1172
Japan,CleanSmile Floss Picks,Apr2004,1168
Japan,CleanSmile Floss Picks,May2004,1134
Japan,CleanSmile Floss Picks,Jun2004,1050
Japan,CleanSmile Floss Picks,Jul2004,1125
Japan,CleanSmile Floss Picks,Aug2004,1114
Japan,CleanSmile Floss Picks,Sep2004,1157
Japan,CleanSmile Floss Picks,Oct2004,1072
Japan,CleanSmile Floss Picks,Nov2004,1116
Japan,CleanSmile Floss Picks,Dec2004,1131
Japan,FreshFix Mouthwash,Jan2004,1348
Japan,FreshFix Mouthwash,Feb2004,1410
Japan,FreshFix Mouthwash,Mar2004,1322
Japan,FreshFix Mouthwash,Apr2004,1425
Japan,FreshFix Mouthwash,May2004,1461
Japan,FreshFix Mouthwash,Jun2004,1475
Japan,FreshFix Mouthwash,Jul2004,1472
Japan,FreshFix Mouthwash,Aug2004,1316
Japan,FreshFix Mouthwash,Sep2004,1404
Japan,FreshFix Mouthwash,Oct2004,1346
Japan,FreshFix Mouthwash,Nov2004,1442
Japan,FreshFix Mouthwash,Dec2004,1504
Japan,SparklingGlow Toothpaste,Jan2004,1739
Japan,SparklingGlow Toothpaste,Feb2004,1533
Japan,SparklingGlow Toothpaste,Mar2004,1638
Japan,SparklingGlow Toothpaste,Apr2004,1226
Japan,SparklingGlow Toothpaste,May2004,1427
Japan,SparklingGlow Toothpaste,Jun2004,906
Japan,SparklingGlow Toothpaste,Jul2004,901
Japan,SparklingGlow Toothpaste,Aug2004,1832
Japan,SparklingGlow Toothpaste,Sep2004,1091
Japan,SparklingGlow Toothpaste,Oct2004,1716
Japan,SparklingGlow Toothpaste,Nov2004,2029
Japan,SparklingGlow Toothpaste,Dec2004,1221
Japan,Purezza Body Wash,Jan2004,0
Japan,Purezza Body Wash,Feb2004,0
Japan,Purezza Body Wash,Mar2004,0
Japan,Purezza Body Wash,Apr2004,0
Japan,Purezza Body Wash,May2004,0
Japan,Purezza Body Wash,Jun2004,0
Japan,Purezza Body Wash,Jul2004,0
Japan,Purezza Body Wash,Aug2004,0
Japan,Purezza Body Wash,Sep2004,0
Japan,Purezza Body Wash,Oct2004,0
Japan,Purezza Body Wash,Nov2004,0
Japan,Purezza Body Wash,Dec2004,0
Japan,SkinSational Moisturizer,Jan2004,0
Japan,SkinSational Moisturizer,Feb2004,0
Japan,SkinSational Moisturizer,Mar2004,0
Japan,SkinSational Moisturizer,Apr2004,0
Japan,SkinSational Moisturizer,May2004,0
Japan,SkinSational Moisturizer,Jun2004,0
Japan,SkinSational Moisturizer,Jul2004,0
Japan,SkinSational Moisturizer,Aug2004,0
Japan,SkinSational Moisturizer,Sep2004,0
Japan,SkinSational Moisturizer,Oct2004,0
Japan,SkinSational Moisturizer,Nov2004,0
Japan,SkinSational Moisturizer,Dec2004,0
Japan,SoftStep Shaving Cream,Jan2004,920
Japan,SoftStep Shaving Cream,Feb2004,942
Japan,SoftStep Shaving Cream,Mar2004,865
Japan,SoftStep Shaving Cream,Apr2004,972
Japan,SoftStep Shaving Cream,May2004,956
Japan,SoftStep Shaving Cream,Jun2004,881
Japan,SoftStep Shaving Cream,Jul2004,806
Japan,SoftStep Shaving Cream,Aug2004,879
Japan,SoftStep Shaving Cream,Sep2004,1035
Japan,SoftStep Shaving Cream,Oct2004,822
Japan,SoftStep Shaving Cream,Nov2004,812
Japan,SoftStep Shaving Cream,Dec2004,935
Japan,GentleGlow Face Lotion,Jan2004,1349
Japan,GentleGlow Face Lotion,Feb2004,1306
Japan,GentleGlow Face Lotion,Mar2004,1364
Japan,GentleGlow Face Lotion,Apr2004,1299
Japan,GentleGlow Face Lotion,May2004,1461
Japan,GentleGlow Face Lotion,Jun2004,1391
Japan,GentleGlow Face Lotion,Jul2004,1468
Japan,GentleGlow Face Lotion,Aug2004,1436
Japan,GentleGlow Face Lotion,Sep2004,1343
Japan,GentleGlow Face Lotion,Oct2004,1349
Japan,GentleGlow Face Lotion,Nov2004,1323
Japan,GentleGlow Face Lotion,Dec2004,1354
Japan,HydraHydrate Hand Cream,Jan2004,0
Japan,HydraHydrate Hand Cream,Feb2004,0
Japan,HydraHydrate Hand Cream,Mar2004,0
Japan,HydraHydrate Hand Cream,Apr2004,0
Japan,HydraHydrate Hand Cream,May2004,0
Japan,HydraHydrate Hand Cream,Jun2004,0
Japan,HydraHydrate Hand Cream,Jul2004,0
Japan,HydraHydrate Hand Cream,Aug2004,0
Japan,HydraHydrate Hand Cream,Sep2004,0
Japan,HydraHydrate Hand Cream,Oct2004,0
Japan,HydraHydrate Hand Cream,Nov2004,0
Japan,HydraHydrate Hand Cream,Dec2004,0
Japan,SilkSmooth Exfoliating Scrub,Jan2004,1711
Japan,SilkSmooth Exfoliating Scrub,Feb2004,1514
Japan,SilkSmooth Exfoliating Scrub,Mar2004,1532
Japan,SilkSmooth Exfoliating Scrub,Apr2004,1775
Japan,SilkSmooth Exfoliating Scrub,May2004,1802
Japan,SilkSmooth Exfoliating Scrub,Jun2004,1747
Japan,SilkSmooth Exfoliating Scrub,Jul2004,1718
Japan,SilkSmooth Exfoliating Scrub,Aug2004,1561
Japan,SilkSmooth Exfoliating Scrub,Sep2004,1788
Japan,SilkSmooth Exfoliating Scrub,Oct2004,1777
Japan,SilkSmooth Exfoliating Scrub,Nov2004,1839
Japan,SilkSmooth Exfoliating Scrub,Dec2004,1726
Japan,CleanSkin Acne Treatment,Jan2004,1398
Japan,CleanSkin Acne Treatment,Feb2004,1291
Japan,CleanSkin Acne Treatment,Mar2004,1379
Japan,CleanSkin Acne Treatment,Apr2004,1295
Japan,CleanSkin Acne Treatment,May2004,1275
Japan,CleanSkin Acne Treatment,Jun2004,1375
Japan,CleanSkin Acne Treatment,Jul2004,1364
Japan,CleanSkin Acne Treatment,Aug2004,1300
Japan,CleanSkin Acne Treatment,Sep2004,1279
Japan,CleanSkin Acne Treatment,Oct2004,1346
Japan,CleanSkin Acne Treatment,Nov2004,1391
Japan,CleanSkin Acne Treatment,Dec2004,1415
Japan,SunShield SPF 50 Lotion,Jan2004,0
Japan,SunShield SPF 50 Lotion,Feb2004,0
Japan,SunShield SPF 50 Lotion,Mar2004,0
Japan,SunShield SPF 50 Lotion,Apr2004,0
Japan,SunShield SPF 50 Lotion,May2004,0
Japan,SunShield SPF 50 Lotion,Jun2004,0
Japan,SunShield SPF 50 Lotion,Jul2004,0
Japan,SunShield SPF 50 Lotion,Aug2004,0
Japan,SunShield SPF 50 Lotion,Sep2004,0
Japan,SunShield SPF 50 Lotion,Oct2004,0
Japan,SunShield SPF 50 Lotion,Nov2004,0
Japan,SunShield SPF 50 Lotion,Dec2004,0
Japan,Refreshing Rose Body Oil,Jan2004,1170
Japan,Refreshing Rose Body Oil,Feb2004,1225
Japan,Refreshing Rose Body Oil,Mar2004,1226
Japan,Refreshing Rose Body Oil,Apr2004,1186
Japan,Refreshing Rose Body Oil,May2004,1075
Japan,Refreshing Rose Body Oil,Jun2004,1167
Japan,Refreshing Rose Body Oil,Jul2004,1246
Japan,Refreshing Rose Body Oil,Aug2004,1170
Japan,Refreshing Rose Body Oil,Sep2004,1101
Japan,Refreshing Rose Body Oil,Oct2004,1190
Japan,Refreshing Rose Body Oil,Nov2004,1169
Japan,Refreshing Rose Body Oil,Dec2004,1020
Japan,Calming Creme Relaxant Bath,Jan2004,0
Japan,Calming Creme Relaxant Bath,Feb2004,0
Japan,Calming Creme Relaxant Bath,Mar2004,0
Japan,Calming Creme Relaxant Bath,Apr2004,0
Japan,Calming Creme Relaxant Bath,May2004,0
Japan,Calming Creme Relaxant Bath,Jun2004,0
Japan,Calming Creme Relaxant Bath,Jul2004,0
Japan,Calming Creme Relaxant Bath,Aug2004,0
Japan,Calming Creme Relaxant Bath,Sep2004,0
Japan,Calming Creme Relaxant Bath,Oct2004,0
Japan,Calming Creme Relaxant Bath,Nov2004,0
Japan,Calming Creme Relaxant Bath,Dec2004,0
Japan,Brightening Body Wash,Jan2004,1510
Japan,Brightening Body Wash,Feb2004,1523
Japan,Brightening Body Wash,Mar2004,1649
Japan,Brightening Body Wash,Apr2004,1425
Japan,Brightening Body Wash,May2004,1509
Japan,Brightening Body Wash,Jun2004,1552
Japan,Brightening Body Wash,Jul2004,1570
Japan,Brightening Body Wash,Aug2004,1571
Japan,Brightening Body Wash,Sep2004,1453
Japan,Brightening Body Wash,Oct2004,1417
Japan,Brightening Body Wash,Nov2004,1536
Japan,Brightening Body Wash,Dec2004,1493
Japan,SmoothOperator Shaving Gel,Jan2004,1211
Japan,SmoothOperator Shaving Gel,Feb2004,1069
Japan,SmoothOperator Shaving Gel,Mar2004,1020
Japan,SmoothOperator Shaving Gel,Apr2004,1106
Japan,SmoothOperator Shaving Gel,May2004,1152
Japan,SmoothOperator Shaving Gel,Jun2004,1143
Japan,SmoothOperator Shaving Gel,Jul2004,1155
Japan,SmoothOperator Shaving Gel,Aug2004,1061
Japan,SmoothOperator Shaving Gel,Sep2004,1135
Japan,SmoothOperator Shaving Gel,Oct2004,953
Japan,SmoothOperator Shaving Gel,Nov2004,1065
Japan,SmoothOperator Shaving Gel,Dec2004,1265
Japan,RadiantRose Face Mask,Jan2004,0
Japan,RadiantRose Face Mask,Feb2004,0
Japan,RadiantRose Face Mask,Mar2004,0
Japan,RadiantRose Face Mask,Apr2004,0
Japan,RadiantRose Face Mask,May2004,0
Japan,RadiantRose Face Mask,Jun2004,0
Japan,RadiantRose Face Mask,Jul2004,0
Japan,RadiantRose Face Mask,Aug2004,0
Japan,RadiantRose Face Mask,Sep2004,0
Japan,RadiantRose Face Mask,Oct2004,0
Japan,RadiantRose Face Mask,Nov2004,0
Japan,RadiantRose Face Mask,Dec2004,0
Japan,SoothingSerenity Hand Sanitizer,Jan2004,0
Japan,SoothingSerenity Hand Sanitizer,Feb2004,0
Japan,SoothingSerenity Hand Sanitizer,Mar2004,0
Japan,SoothingSerenity Hand Sanitizer,Apr2004,0
Japan,SoothingSerenity Hand Sanitizer,May2004,0
Japan,SoothingSerenity Hand Sanitizer,Jun2004,0
Japan,SoothingSerenity Hand Sanitizer,Jul2004,0
Japan,SoothingSerenity Hand Sanitizer,Aug2004,0
Japan,SoothingSerenity Hand Sanitizer,Sep2004,0
Japan,SoothingSerenity Hand Sanitizer,Oct2004,0
Japan,SoothingSerenity Hand Sanitizer,Nov2004,0
Japan,SoothingSerenity Hand Sanitizer,Dec2004,0
Japan,GentleGlow Face Cleanser,Jan2004,1299
Japan,GentleGlow Face Cleanser,Feb2004,1278
Japan,GentleGlow Face Cleanser,Mar2004,1364
Japan,GentleGlow Face Cleanser,Apr2004,1215
Japan,GentleGlow Face Cleanser,May2004,1264
Japan,GentleGlow Face Cleanser,Jun2004,1407
Japan,GentleGlow Face Cleanser,Jul2004,1371
Japan,GentleGlow Face Cleanser,Aug2004,1266
Japan,GentleGlow Face Cleanser,Sep2004,1319
Japan,GentleGlow Face Cleanser,Oct2004,1369
Japan,GentleGlow Face Cleanser,Nov2004,1314
Japan,GentleGlow Face Cleanser,Dec2004,1237
Japan,PurePore Toner,Jan2004,738
Japan,PurePore Toner,Feb2004,707
Japan,PurePore Toner,Mar2004,645
Japan,PurePore Toner,Apr2004,662
Japan,PurePore Toner,May2004,766
Japan,PurePore Toner,Jun2004,663
Japan,PurePore Toner,Jul2004,674
Japan,PurePore Toner,Aug2004,636
Japan,PurePore Toner,Sep2004,742
Japan,PurePore Toner,Oct2004,680
Japan,PurePore Toner,Nov2004,662
Japan,PurePore Toner,Dec2004,719
Japan,SilkySkin Moisturizing Cream,Jan2004,602
Japan,SilkySkin Moisturizing Cream,Feb2004,643
Japan,SilkySkin Moisturizing Cream,Mar2004,554
Japan,SilkySkin Moisturizing Cream,Apr2004,497
Japan,SilkySkin Moisturizing Cream,May2004,546
Japan,SilkySkin Moisturizing Cream,Jun2004,551
Japan,SilkySkin Moisturizing Cream,Jul2004,611
Japan,SilkySkin Moisturizing Cream,Aug2004,587
Japan,SilkySkin Moisturizing Cream,Sep2004,522
Japan,SilkySkin Moisturizing Cream,Oct2004,547
Japan,SilkySkin Moisturizing Cream,Nov2004,530
Japan,SilkySkin Moisturizing Cream,Dec2004,567
Japan,MorningMist Deodorant,Jan2004,0
Japan,MorningMist Deodorant,Feb2004,0
Japan,MorningMist Deodorant,Mar2004,0
Japan,MorningMist Deodorant,Apr2004,0
Japan,MorningMist Deodorant,May2004,0
Japan,MorningMist Deodorant,Jun2004,0
Japan,MorningMist Deodorant,Jul2004,0
Japan,MorningMist Deodorant,Aug2004,0
Japan,MorningMist Deodorant,Sep2004,0
Japan,MorningMist Deodorant,Oct2004,0
Japan,MorningMist Deodorant,Nov2004,0
Japan,MorningMist Deodorant,Dec2004,0
Japan,Hydrating Honey Body Lotion,Jan2004,0
Japan,Hydrating Honey Body Lotion,Feb2004,0
Japan,Hydrating Honey Body Lotion,Mar2004,0
Japan,Hydrating Honey Body Lotion,Apr2004,0
Japan,Hydrating Honey Body Lotion,May2004,0
Japan,Hydrating Honey Body Lotion,Jun2004,0
Japan,Hydrating Honey Body Lotion,Jul2004,0
Japan,Hydrating Honey Body Lotion,Aug2004,0
Japan,Hydrating Honey Body Lotion,Sep2004,0
Japan,Hydrating Honey Body Lotion,Oct2004,0
Japan,Hydrating Honey Body Lotion,Nov2004,0
Japan,Hydrating Honey Body Lotion,Dec2004,0
Japan,Exfoliating Essentials Scrub,Jan2004,0
Japan,Exfoliating Essentials Scrub,Feb2004,0
Japan,Exfoliating Essentials Scrub,Mar2004,0
Japan,Exfoliating Essentials Scrub,Apr2004,0
Japan,Exfoliating Essentials Scrub,May2004,0
Japan,Exfoliating Essentials Scrub,Jun2004,0
Japan,Exfoliating Essentials Scrub,Jul2004,0
Japan,Exfoliating Essentials Scrub,Aug2004,0
Japan,Exfoliating Essentials Scrub,Sep2004,0
Japan,Exfoliating Essentials Scrub,Oct2004,0
Japan,Exfoliating Essentials Scrub,Nov2004,0
Japan,Exfoliating Essentials Scrub,Dec2004,0
Japan,FreshFusion Detergent,Jan2004,0
Japan,FreshFusion Detergent,Feb2004,0
Japan,FreshFusion Detergent,Mar2004,0
Japan,FreshFusion Detergent,Apr2004,0
Japan,FreshFusion Detergent,May2004,0
Japan,FreshFusion Detergent,Jun2004,0
Japan,FreshFusion Detergent,Jul2004,0
Japan,FreshFusion Detergent,Aug2004,0
Japan,FreshFusion Detergent,Sep2004,0
Japan,FreshFusion Detergent,Oct2004,0
Japan,FreshFusion Detergent,Nov2004,0
Japan,FreshFusion Detergent,Dec2004,0
Japan,CleanSlate Stain Remover,Jan2004,0
Japan,CleanSlate Stain Remover,Feb2004,0
Japan,CleanSlate Stain Remover,Mar2004,0
Japan,CleanSlate Stain Remover,Apr2004,0
Japan,CleanSlate Stain Remover,May2004,0
Japan,CleanSlate Stain Remover,Jun2004,0
Japan,CleanSlate Stain Remover,Jul2004,0
Japan,CleanSlate Stain Remover,Aug2004,0
Japan,CleanSlate Stain Remover,Sep2004,0
Japan,CleanSlate Stain Remover,Oct2004,0
Japan,CleanSlate Stain Remover,Nov2004,0
Japan,CleanSlate Stain Remover,Dec2004,0
Japan,SoothingSoft Fabric Softener,Jan2004,867
Japan,SoothingSoft Fabric Softener,Feb2004,814
Japan,SoothingSoft Fabric Softener,Mar2004,856
Japan,SoothingSoft Fabric Softener,Apr2004,793
Japan,SoothingSoft Fabric Softener,May2004,849
Japan,SoothingSoft Fabric Softener,Jun2004,853
Japan,SoothingSoft Fabric Softener,Jul2004,791
Japan,SoothingSoft Fabric Softener,Aug2004,728
Japan,SoothingSoft Fabric Softener,Sep2004,776
Japan,SoothingSoft Fabric Softener,Oct2004,905
Japan,SoothingSoft Fabric Softener,Nov2004,796
Japan,SoothingSoft Fabric Softener,Dec2004,764
Japan,BrightBreeze Whitening Booster,Jan2004,1696
Japan,BrightBreeze Whitening Booster,Feb2004,1840
Japan,BrightBreeze Whitening Booster,Mar2004,1624
Japan,BrightBreeze Whitening Booster,Apr2004,1711
Japan,BrightBreeze Whitening Booster,May2004,1560
Japan,BrightBreeze Whitening Booster,Jun2004,1709
Japan,BrightBreeze Whitening Booster,Jul2004,1774
Japan,BrightBreeze Whitening Booster,Aug2004,1642
Japan,BrightBreeze Whitening Booster,Sep2004,1768
Japan,BrightBreeze Whitening Booster,Oct2004,1841
Japan,BrightBreeze Whitening Booster,Nov2004,1655
Japan,BrightBreeze Whitening Booster,Dec2004,1791
Japan,DelicateDew Sensitive Wash,Jan2004,1286
Japan,DelicateDew Sensitive Wash,Feb2004,1261
Japan,DelicateDew Sensitive Wash,Mar2004,1237
Japan,DelicateDew Sensitive Wash,Apr2004,1170
Japan,DelicateDew Sensitive Wash,May2004,1314
Japan,DelicateDew Sensitive Wash,Jun2004,1347
Japan,DelicateDew Sensitive Wash,Jul2004,1397
Japan,DelicateDew Sensitive Wash,Aug2004,1199
Japan,DelicateDew Sensitive Wash,Sep2004,1221
Japan,DelicateDew Sensitive Wash,Oct2004,1316
Japan,DelicateDew Sensitive Wash,Nov2004,1245
Japan,DelicateDew Sensitive Wash,Dec2004,1217
Japan,SparklingClean All-Purpose Cleaner,Jan2004,0
Japan,SparklingClean All-Purpose Cleaner,Feb2004,0
Japan,SparklingClean All-Purpose Cleaner,Mar2004,0
Japan,SparklingClean All-Purpose Cleaner,Apr2004,0
Japan,SparklingClean All-Purpose Cleaner,May2004,0
Japan,SparklingClean All-Purpose Cleaner,Jun2004,0
Japan,SparklingClean All-Purpose Cleaner,Jul2004,0
Japan,SparklingClean All-Purpose Cleaner,Aug2004,0
Japan,SparklingClean All-Purpose Cleaner,Sep2004,0
Japan,SparklingClean All-Purpose Cleaner,Oct2004,0
